ASIN,Rating,Title,Body,Date
B08R9LK9K3,3,Works,"The vacuum seems to go over the same places a lot, and doesn’t advance. The battery also doesn’t last long at all. So I can never get it to go over the entire area I need it to. Disappointed in the item. With two dogs and a cat I thought this would help in between my regular vacuuming.","Reviewed in the United States on October 26, 2023"
B08R9LK9K3,3,I loved it until it crashed.,"We’ve had this robot for a little over a year and a half, got it while it was on sale. This vacuum always shocked me on how much dust/dirt it picked up. Cleaning was easy compared to all these other vacuums out there now a days. It doesn’t have all the bells and whistles but that’s just more things to clean at the end of the day. I ran this vacuum almost every single day. I tried to program it to a schedule but was never successful in that area. It would just start at random times. But let me stress again, it was on sale, really great price so it was worth the gamble. The app was never worth it for me. Battery life was ok. I feel like it got majority of my main living areas before dying. It would take awhile to find its base. Came with replacement parts and extra filter. One day I went to turn it on, it cleaned for about 2 minutes then crashed. I have checked to make sure it was getting a proper charge. It does the same thing every time I try to use it. I guess it’s finally to part with it. I really do miss it now that I don’t have it to use daily. Nothing is made to last these days anymore though. If I got it on sale I’d buy again.","Reviewed in the United States on October 17, 2023"
B08R9LK9K3,3,Buttery life,I purchased it January 2023. It says battery life is 3 years. But it already started to stopped not go back to charging station. Today is October 2023. I use it almost every day 5days a week.,"Reviewed in the United States on October 15, 2023"
B08R9LK9K3,3,Not the best on area rugs,This vacuum works good on tile and hardwood floors but it’s not the best for area rugs. Doesn’t pick up all the cat hair.,"Reviewed in the United States on October 15, 2023"
B08R9LK9K3,3,Doesn’t work without wifi,"So I bought this to use at school and because the Wi-Fi is spotty, I knew it wasn’t going to be easy but it cannot connect. Pairing fails every time. I took it home and paired it at home and it was working when I pushed the button at school for a while and then the app crashed and it unpaired so now I have to lug the vacuum home again to repair to clean my classroom…","Reviewed in the United States on October 11, 2023"
B08R9LK9K3,3,Great for dust and hair,"Rundown: Works well for hair and dust, only on hard flooring. The title mentions this item works for hard-floors, the description includes low pile carpeting. As a cat owner, I tested litter pickup in low pile carpeting and hard-food pickup on tile. It left behind mostly all litter and the brushes flung the food outward on the tile so none was picked up. The system is incredibly quiet, but has low suction - I couldn’t see a difference when using quiet or powerful modes in the app. However, the app was easy to navigate and features arranged rows, whereas most others in this price range only offer randomized. The bin, filter, and brushes are easy to clean and remove, it followed a schedule as set, and didn’t have any navigational issues - returning to its dock with ease and not destroying anything it gently bumped into. Ultimately. I was really impressed with the capabilities of this vacuum and the app, it just doesn’t work well for our household.","Reviewed in the United States on October 6, 2023"
B08R9LK9K3,3,Its not smart,The vacuum gets the job done but its constantly banging into walls and going behind the couches and gets tangled in the cables. I wish it came with an option to map out the area. Its constantly going where it shouldn't. Also when I send it to recharge it takes long to go back to the base. It seems like its lost.,"Reviewed in the United States on October 1, 2023"
B08R9LK9K3,3,Brush keeps falling off.,"The brush is constantly falling off. At least 4-5 times, every time it runs. Have replaced the brush with new ones numerous times.","Reviewed in the United States on October 1, 2023"
B08R9LK9K3,3,App mala,Si limpia bien pero creo que la app ayudaría más,"Reviewed in the United States on September 29, 2023"
B08R9LK9K3,3,lost its effectivity within less than a year,"at first this robot did his job cleaned my rugs and hard floor and when done went back to the power. but now, it doesnt remove all the dirt from floor and although its connected to power all day, it only cleans for less than an hour then goes back to power. often, i return it to its place because he doesnt locate its place alone.","Reviewed in the United States on September 28, 2023"
B08R9LK9K3,3,It works,"I’ve had mine for almost a year now, it helps me from having vacuuming everyday. The only downside is mine is extremely loud. I bought 2 one for me and one for my mom. Hers isn’t loud at all. I can’t run it if I’m watching tv it’s that loud. Maybe it’s just a fault. But it’s been a decent vacuum for the price.","Reviewed in the United States on September 27, 2023"
B08R9LK9K3,3,Lackluster Cleaning Power,"After running this Lafant robot vacuum, I ran my Roomba. It picked up a lot that the Lafant missed. The Lafant does not pick up debris in the grout of tile. It just runs over it without being able to suck it or brush it up. The price is great but not worth the extra work needed to thoroughly clean.","Reviewed in the United States on September 27, 2023"
B08R9LK9K3,3,"Stops working, support is a little difficult","Mine stopped working after 6 months. I reached out to the company twice to see why could be done and they didn’t respond either time. This product is trash, get a different vacuum from a different company. Update: I reached out to support and they helped, but can be difficult. You get one email a day, and it just takes a while if it’s not a quick fix. It works now, but simpler processes exist.","Reviewed in the United States on September 17, 2023"
B08R9LK9K3,3,Disappointed. Great product when it works.,"EDIT- After 6 months of use, it no longer works. It turns in circles as if it is about to hit a wall. I cleaned the sensor, the wheels, emptied to dustbin. I’m really sad because i loved this product but I can’t get a replacement now and I paid $179 for it. I love it! It’s so worth it. I have an aussie dog that sheds like crazy and I hate vacuuming so this is literally saving my sanity. I’ve had it for a month and it still works perfectly, suction is great, not crazy loud either.","Reviewed in the United States on September 5, 2023"
B08R9LK9K3,3,Seems to be easily confused.,It can't find it's way back to the charger and doesn't seem to be able to move around the room without using the remote. The one area it cleans over and over is very clean but it needs to move around the rooms better.,"Reviewed in the United States on August 20, 2023"
B08R9LK9K3,3,Misses many spots,"The vacuum misses many spots as it does not follow the log it is creating for itself. This vacuum does not remember cleaning spaces to become more efficient over time. Other than that, the vacuum is a cool concept and helps save time when cleaning.","Reviewed in the United States on August 12, 2023"
B08R9LK9K3,3,Lots of pros and cons,"This is my first robot vacuum I've ever owned. We affectionately named him Victor. I got him to control the amount of pet hair I have on my floors. Pros: At first, it works amazingly!! My floors had never been so dog hair and crumb free. There is an app to control it. So convenient. Very quiet when compared to traditional vacuum. My young daughter hates loud noises but loves ""Victor."" Looks very nice. Love the white color. Can navigate itself back to the charger when battery is low. Relatively easy to empty the dirt out and clean filter. Cons: Does not avoid some things it should. If you have pets - this thing will run right over dog pee, poop, throw up, water slobber after they drink water, wet food dropped on the floor. You really have to make sure your floors are CLEAN before you run this, and basically monitor the whole time if you have pets that may have an accident. Or if someone spills something. It is HORRIBLE to clean this if it runs over something it shouldnt. Eventually, as you can see by the video above, it starts just stalling in one spot. It moves slightly, then stalls in one spot again. For reference, I bought this in 06/2023 and it is now 08/2023. 2 months before it became faulty. If you have children, like me, they might become attached to it, now i feel bad if I have to get something new. My 4 year old is always asking ""what's wrong with Victor""? Overall, I probably wouldn't buy this again since I know it stops working. If it continued to work the way it did when I first bought it, it would be one of the best purchases I've ever made. Although, if you have kids who spill things, dogs who sometimes have accidents, etc. This might not be for you.","Reviewed in the United States on August 10, 2023"
B08R9LK9K3,3,Get what you pay for,"The app is a nightmare to work with and it is difficult to link to alexa. It does pick up dirt easily but has a problem with dust bunnies. I find it works better if I sweep into it, yeah it's more like a mobile dust pan.","Reviewed in the United States on August 7, 2023"
B08R9LK9K3,3,Proformance,I bought the robot for every day sweeping. It does fine for the most part but has trouble keeping it’s pattern. But satisfied for what it does.,"Reviewed in the United States on July 27, 2023"
B08R9LK9K3,3,Squeaks incessantly after one month BUT still works after 1 year,"Play Video I ordered this robot vacuum and used it for about 4 weeks before it started to squeak incessantly. I was bummed bc I like the design of it, I like that it’s white, I like the app that allows you to schedule cleanings and send it back to charge. I thought it was better technology at making a space but it will vacuum about in the same area for an hour and revisit places it has already vacuumed. The first few uses it kept moving past the one area in the kitchen that really needed a vacuum but finally it did get to it. I find it amusing but can see how it would be annoying if you really wanted it to vacuum more systematically and lived in a home with more foot traffic. Overall though, one month of use is not acceptable. I live in a two bedroom apartment-maybe 1000sq feet? I don’t have any animals and it’s just me so there isn’t a lot of dirt to pick up from day to day. I contacted customer service and they said the problem was an easy fix. They sent a video that I think was in Chinese, I’m not sure. This is to say that I didn’t understand it but I did watch it and was able to pop out the front wheel and clean it to stop the squeak. I’m not sure that this is a long term fix so I will likely have to clean the wheel once a month. It’s not the worst thing in the world, but it does make me wonder about the quality of the product overall. I purchased this on a holiday sale so it was under $100. Had I spent upwards of $300, I think I’d be even more disappointed. I just hope the vacuum will last. I’ll be looking at eufy or another brand if this one stops working. UPDATE: I added a star for longevity and because after I cleaned the front wheel it stopped squeaking and hasn’t squeaked since. I’ve had it now for just under a year and I appreciate that it continues to work. The customer service also sent me new filters and brushes free of charge to compensate for the squeak. In the end, I’m glad I purchased it. I hope it will continue to work well.","Reviewed in the United States on July 21, 2023"
B08R9LK9K3,3,Meh.. just okay.. at best.,"Soo, I have had several robot vacuums, decided to replace my oldest one, as it had seen its better days. Came across this on Prime Day, ordered, received, charged it, set schedule. The machine is sleek looking, small and quiet. But does not seem to have the cleaning /sucking power as other comparable robots. If to do over, would spend the extra 30 bucks for a Eufy or iHome, if wanting better off brand.","Reviewed in the United States on July 19, 2023"
B08R9LK9K3,3,Customer service is a joke,The product was good. I needed a new plug in cable and they don’t understand what I’m asking for,"Reviewed in the United States on July 11, 2023"
B08R9LK9K3,3,Not good for carpet,"I can't honestly speak about how it cleans hardwood or tile, but it does NOT clean carpets","Reviewed in the United States on July 2, 2023"
B08R9LK9K3,3,Worked Well… While It Did,"I wanted so badly for this robot vacuum to be the answer to my prayers. My German shepherd mix sheds so much (especially in the summer) in my apartment. I got this vacuum so that I could run it every day and I’d only have to vacuum my apartment myself once a week or so. It worked perfectly when I first got it (aside from the app being a bit of a pain). Unfortunately, I ended up getting very sick and being hospitalized and after finally being released from the hospital, I returned to my apartment find that the vacuum doesn’t hold its charge anymore! Bummer… it’s practically useless at this point, as it can’t even complete 1/4 of my 300 square foot living room before it starts beeping, flashing red and returns to the docking station to “charge.” Maybe I Justin got a defective unit, I’m jealous of all these other great reviews!","Reviewed in the United States on June 22, 2023"
B08R9LK9K3,3,"Updated: Not great at finding base and too low to ground, so it gets stuck under EVERYTHING!!!","I was concerned about buying this product due to app reviews, but apparently they have done improvements, because it works perfectly and shows a map of every space cleaned. This bot turns on dime and gets corners better than any other I’ve tried! The fact that it’s quieter is a plus!!!","Reviewed in the United States on June 17, 2023"
B08R9LK9K3,3,UPDATED: It stopped working after a year of use,"I usually don’t leave reviews, but this one I had to. I’m very satisfied with the product! I have two cats and they lose a lot of fur during the day, so I love that I can schedule cleaning and start a cleaning without even being at home. I also love that the brushes are long, so they reach corners that the robot can’t get too close. Definitely recommend! UPDATE AFTER ONE YEAR OF USE: I'm changing my review because sadly the robot stopped working after a year of use. Initially, it started not returning to the base when the battery was about to die, and then it just stopped charging. I bought a new battery online and replaced the old one, but it still didn't work. I was really happy with my purchase, and I can't say that it wasn't worth it, but I don't want to buy a new robot every year. I'm sad it didn't last longer.","Reviewed in the United States on June 16, 2023"
B08R9LK9K3,3,Gift for parents,"Bought this for my parents as a Christmas gift, it works pretty good, just wished it was more powerful and easier to control with the arrows. Also it struggles getting back to it’s charging station and just dies wherever.","Reviewed in the United States on June 4, 2023"
B08R9LK9K3,3,Almost caught fire,Less than 6 months and one of the wheel motors went up in smoke. Now it only goes in circles. Is this warrantiable?,"Reviewed in the United States on May 28, 2023"
B08R9LK9K3,3,Does an okay job,"Play Video It picks up alot but not the ""bigger"" stuff like clumps of hairand small trash bits. It also get stuck in places alot! It has no real pattern of how it moves other than when it bumps into furniture. Also the app it tell you to download is trash you can't sign in at all tries to make you register but won't expect anything. The photo attached is with it running for about 30 mins. So it does pick up quite a bit it just doesn't do so good with pet hair and big bits of trash","Reviewed in the United States on May 28, 2023"
B08R9LK9K3,3,Suction could be more powerful,"It works great on the hardwood floor, but it doesnt pick up everything on my carpet. Definitely gets lots of dust and dirt though. Fully charged and on powerful mode it lasts about 40 minutes.","Reviewed in the United States on May 27, 2023"
B08R9LK9K3,3,"Unimpressed, huge waste of $$$","Compared to my previous Sharp robot cleaner, it fails in every category. If you have furniture, don't bother. It constantly gets stuck UNDER couches, kitchen cabinets, and furniture, where it will simply shut down. I don't run it when I'm not around to rescue it. The software most definitely DOES NOT navigate it around obstacles, as it bounces off of and into EVERYTHING. Most usually won't make the transition between a marble floor and a rug, and occasionally when it does, simply glosses over the rug leaving piles of hair and debris. It has no sense of where it has cleaned, routinely going back over a spot multiple times while leaving entire connected rooms untouched - the mapping shows huge gaps everywhere. It has a long-lasting battery life, though max suction mode cuts time to 1/3. Has developed an incessant high-pitched squeak that no amount of lubrication can relieve - very annoying! This was an expensive mistake!","Reviewed in the United States on May 19, 2023"
B08R9LK9K3,3,Great vacuum until it through itself down the stairs….,It was a great vacuum I even bought one for downstairs.. today the upstairs vacuum decided it wanted to visit its brother downstairs and tumbled down the staircase… looks like the WI-FI is now broken on it.,"Reviewed in the United States on May 18, 2023"
B08R9LK9K3,3,Terrible squeak after 2 or 3 Cleans,"I actually really love this vacuum. It's smaller, gets under furniture better than any other robot vacuum I've had. It's quieter than anyone we've had also. For the first 3 cleans! Now it has a terrible high pitched squeak anytime It's moving. It's so annoying. Im hoping i can oil it to make it stop. If it does not atop, i will be returning it. Otherwise, it's great.","Reviewed in the United States on May 18, 2023"
B08R9LK9K3,3,Broke in a month or so,"It did a fantastic job while it worked!!! Stopped working a for a day or two, then suddenly started working again. It was so close to my return before date, so I returned it after trying to deal with the seller for about 3-4 days.","Reviewed in the United States on May 11, 2023"
B08R9LK9K3,3,Easy to use,Not able to add the app for full features due to only able to withstand 2.4mghz wifi and I've got 5g.,"Reviewed in the United States on May 7, 2023"
B08R9LK9K3,3,"Works, but not great",It keeps going over the same area even with the barriers I put up. It will map a new area but go over the same spot. Probably need one with smart mapping instead,"Reviewed in the United States on April 23, 2023"
B08R9LK9K3,3,"It works sort of, and there's there's no app","Pros 1. Battery life 2. Picks up a lot of stuff, it has 3 suction modes and they're enough to clean my floors. Cons 1. The QR code on the unit points to an app that does not match the photos on amazon and the app has no options, it does not work at all. With no app all advertised functions are not available. 2. Runs into everything aggressively. 3. It searches 99 percent of the house running into everything aggressively before it finds the dock. 4. Auto mode is the only mode available and edge cleaning is extremely aggressive, it will go along the edges of all rooms 10 plus times per cleaning cycle while it should be cleaning the entire floor. 5. Sometimes cannot handle an elevation change in the floor, sometimes acts like a there's a barrier and will not enter a room but there's no barrier. With no app for iOS and no possibility for firmware updates, it's stuck at auto mode and it don't work well.","Reviewed in the United States on April 22, 2023"
B08R9LK9K3,2,"It won’t keep a charge, days after return window closes","I loved this, I’ve used it about 6 times and it picked up cat and dog hair ! Now it won’t charge! I’m so disappointed","Reviewed in the United States on December 1, 2024"
B08R9LK9K3,2,Didn't last long,"It didn't quite last a year before the battery gave up. Getting support has been a nightmare. First, they want you to use the app (with no live help), then they want you to put in a service request through the app. Then the service request has an automated message to email them, and on, and on... For less than $100, it will clean your floors for a few months, and it did a decent job. 2 stars.","Reviewed in the United States on November 22, 2024"
B08R9LK9K3,2,So dissapointed!!!!,"I would have given a 5 start if only lasted more time. I just wanted to said it was awesome while it lasted. Little issue with the app but that might be because I dont know much about this app lol but I was able to finally did it by my self. It cleaned wonderful kept my apt dust free It was very helpful at the beginning but... I bought it on 9/27/23. By 9/24 stared noticing that it wasn't finishing the task like it did before. I love it and it help me so much, it worked with no issues I was so pleased with my robot we named it (Tongui) ; I programed to work, 1 time per day, 6 days a week, we don't have pets/ carpet, is a low traffic house 2 adults (no kids). But about little more than a month ago I notice staring to stopped any where with no apparently reason (nothing was on hes way), I will press the power button and it will turn on and continue working and finish the task. Then in this past weeks the right brush stop spinning I clean the brush, the base, I did replace the brushes left and right, clean the robot, check for hair or anything that might be stuck but everything it's ok. So I did contact Lefant costumer service (great costumer service) 1. She help me reset it, did not help at all the issues; so I called again 2. They said about the robot stop cleaning could be the battery because it has 1-2 years live, I wish I knew this before buying it. I told her about the new issue with the right brush so she said some one from support .us will contact me thru email, they did. About the brush they send me some instruction to follow, to try to fix the issue but did not work robot still not working properly, brush not spinning, so I was offer since warranty expired: if I wanted to replace the brush motor (they send me photos and a link to watch a video in how to replace it) but they did not said in the email how much will cost me, (if any) to fix the brush issue. Still the issue with battery that needs to be discuss. Still working with the support.us; will up date soon.","Reviewed in the United States on November 15, 2024"
B08R9LK9K3,2,get what you pay for,Vacuum worked just ok for about a year then it started acting up like it couldn't find its way back to the base for charging. Now it won't even take a charge 18 months later.,"Reviewed in the United States on November 2, 2024"
B08R9LK9K3,2,Inefficient and ultimately stopped charging,"Lots of problems with this vac. It won’t deal with small obstacles, even a medium rug. It can’t really clean a rug at all. In terms of navigation it gets lost really easily. Finally after about 6 months the battery just stopped charging so it’s unusable now. It’s really cheap junk, I guess you get what you pay for.","Reviewed in the United States on October 26, 2024"
B08R9LK9K3,2,Please don’t buy this if you have carpet.,"This is not a vacuum for anything but hard floors with some dust and hair. It can’t pick up anything very big or comb carpet because this doesn’t have a brush. Save your money and buy something that will pull out of carpet like a Roomba. My Roomba was old and finally went out, I thought surely others would be as good. But my Roomba was so efficient at pulling up pet hair I would unload the carriage twice during a vacuum and I vacuumed every other day. With pets the hair gets into the air and settles. You don’t even see it. This is just for superficial cleaning.","Reviewed in the United States on October 24, 2024"
B08R9LK9K3,2,Not the best.,This product was not as well as I thought it would be. It only turns one way which makes it go in circles over and over again. It goes over the wires getting itself all caught up. It stays in the same areas no matter the setting it’s on. Was not very satisfied.,"Reviewed in the United States on October 22, 2024"
B08R9LK9K3,2,Not impressed,I purchased this vacuum to replace my Eufy that died after 3 years. I thought the price was great and the features of using the wifi attach app would be helpful. The vacuum hardly cleans. It is used on hard wood and and area rug and there are always crumbs everywhere. I am probably going to repurchase another Eufy which was really good at cleaning.,"Reviewed in the United States on September 29, 2024"
B08R9LK9K3,2,Not the best....,"Dear app developers, please add ""along edge"" to the schedule selections, lame it's not offered. Also please add a way so the robot can find and actually make its way back to the home dock for charging. It never finds its way home. My Aiper was cheaper and way better than this kinda pricey robot. My Roombas were better than this robot and I didn't even have app control with them. This robot bumps into things then gets off way off course while in ""whole area arranged mode"". It doesn't even get back on track and continue where it left off before running into an object or wall. Yes it has powerful suction and fits nicely under things but the stated issues above make this robot a pain. Out of all the other robots available to purchase I would bet a cheaper robot with app control would function better than this.","Reviewed in the United States on September 25, 2024"
B08R9LK9K3,2,Very disappointing suction. App manual controls don't seem to work. Meh.,"I bought this specifically to clean my pool table, because I'm lazy, and to clean my floors to boot. It does a halfway decent job on the pool table, but still leaves small bits of chalk dust on the cloth. On the floor? Next to useless. I say next to useless because it -does- pick up dog fur, but pretty much everything else it either just runs over and leaves behind or scatters. I didn't expect it to pick up the small chunk of cashew that was under the couch, but I did expect it to pick up anything small and extremely light. As an example, there was a small piece of popcorn ceiling on the floor (polystyrene, not asbestos) about the size of a grain of rice. Ran over it twice, didn't pick it up. Perhaps I got a dud, but I'm unwilling to exchange it for another one. My sample size of one says stay away.","Reviewed in the United States on September 13, 2024"
B08R9LK9K3,2,Kevin.,"We named him Kevin and he was awesome, til he wasn't. He pushes everything into corners and doesn't seem to pick it up. He also won't charge anymore. He died. Rest in peace Kevin. He worked for about a month.","Reviewed in the United States on September 10, 2024"
B08R9LK9K3,2,"Terrible, I hate it","This has to be the dumbest ""smart"" thing ever. It's supposed to map the house, yet can never find it's dock. Maybe half the times it runs, it just keeps going in a circle and trying to eat it's dock, which makes it nearly impossible for it to go back to if it even were capable of finding it. It's afraid of light on the floor from windows and avoids it. It's constantly getting stuck under the couch on one end that's maybe 1/4"" shorter than the other side it doesn't get stuck under. It got stuck almost falling down the basement steps. We have herding dogs, so we have dog hair. This things sole purpose is to collect tumbleweeds from under the couch, and around furniture legs where things like that tend to collect. It kinda does. Not having the roller is nice, not having to detangle hair out of it constantly, but this severely limits it's ability to get hair and surface dirt off rugs and if you happen to put it on carpet. The vacuum mouth is too far from the floor surface to really be useful on carpets/rugs. Our first robot was a cheaper black Eufy, I forget the model. It was not ""smart"" at all, it could detect solid walls, but had a bumper-face so it just gently tapped things then turned a random direction and rolled off that way instead. It found it's home far more often, and somehow missed hair balls less often. The dumber robot did a better job, go figure.","Reviewed in the United States on September 9, 2024"
B08R9LK9K3,2,Worked fine at first,"I couldn’t ever get it linked to the app. It’s a little noisier than I would have expected, worked well for the first few months then just stopped working and blinks red, beeps etc. have followed all troubleshooting instructions with no luck. Disappointed.","Reviewed in the United States on September 8, 2024"
B08R9LK9K3,2,Dumb vacuum,"I've had a couple robot vacuums, but by far this has to be the stupidest vacuums I've ever owned. Have had it for a couple months now, and will continuously hit itself in the same spot on walls, doors, cabinets, etc. God forbid you have any loose wiring for electronic devices. It will continue to run them over, as if it were trying to purposely unplug them. I try to keep my floors as clear as possible, but its mission is to find anything it can run over and get caught on. There are other robot vacuums I would go with over this one.","Reviewed in the United States on September 7, 2024"
B08R9LK9K3,2,Better off with a real broom,"I have had this less than five months and it is already broken, it won’t charge at all, I live at home alone with a Husky and it started off amazing until I realized all it will do is pick up hair , that’s it that’s all.","Reviewed in the United States on September 5, 2024"
B08R9LK9K3,2,It doesn't work anymore.,"It worked very well for a while, then all of a sudden it stopped working. It won’t stop beeping, won’t hold a charge, and I’ve done all of the troubleshooting that was recommended. There is something wrong with the wheels as well but I’ve taken it apart and cleaned the whole thing, it still doesn’t work. I’m a little disappointed as this was one of the ways to keep up with all the dog hair in my house. I have three dogs, and it’s a lot to keep up with and this little robot vacuum made it much easier to deal with. I have a little one so the floors definitely need to be cleaned a couple times a day.","Reviewed in the United States on August 31, 2024"
B08R9LK9K3,2,Doesn’t charge and beeps red incessantly,"I was able to turn it on. Was able to connect to Wi-Fi. I was able to connect it to Alexa. But then it wouldn’t charge. Made sure it was in the right position. Made sure everything was turned on and plugged in and all it did was make this incessant beeping sound and flash red. It would flash light blue for a while, then flash red again. It came with 20% battery and stayed that way over 24 hours on the charging port. I was going to exchange it because maybe it’s a faulty charger or battery. Amazon said ‘I’m sorry you can’t exchange it.’ What?!!! Now I have to just return it and buy something else which will probably be more expensive since this was bought during prime days. I’m so mad! I have pet hair all over my living room as you can see in the video. I work long hours and have barely any time to vacuum. So purchase at your own risk. I gave two stars since I was able to pair with WiFi and Alexa.","Reviewed in the United States on August 23, 2024"
B08R9LK9K3,2,No power,Don't buy this product no power at all.It just wanders around it's like a toy for the kids,"Reviewed in the United States on August 21, 2024"
B08R9LK9K3,2,"Perfect for hard floors, bad with carpet","It works GREAT with hard floors for dirt and dog fur! It does not pick up ANYTHING from my carpet. It CAN work out without being programmmed but it seems to select it's functions/modes at random. After a few weeks of use, it's battery life is about an hour reliably, and even with programming FREQUENTLY looses the ability to locate the dock by itself (area around dock is kept clear of clutter). Ultimately, if you have a small hard floor apartment or don't mind doing the carpets yourself, it'll be an amazing find! Otherwise, it's mid at best.","Reviewed in the United States on August 16, 2024"
B08R9LK9K3,2,Bad robot,When I initially looked at this robo vac I thought how bad could it be….well let’s just say I’m glad it wasn’t a very expensive option. The app was incredibly difficult and disappointing for set up and the only way you can use this is if you have the app. It will map out the room but it’s useless because it doesn’t keep the data on the device and the battery doesn’t have enough of a charge to fully clean nor does it clean the whole room,"Reviewed in the United States on August 12, 2024"
B08R9LK9K3,2,This vacuum is an idiot,"This vacuum works just barely ok. Leaves a lot of debris on the floors and carpets, and can’t figure out how to move in a straight line or find its way to the charging station. Waste of $200 for sure.","Reviewed in the United States on August 11, 2024"
B08R9LK9K3,2,Won’t connect to phone,"While it definitely is a good vacuum, it sucks up a lot, it will not connect to my phone no matter what I do. Was hoping to have it going for when we’re at work. It does good on its own but not sure why it isn’t connecting to my phone. Already bought a different one so will compare the two. Contacted customer service and waiting to hear from them","Reviewed in the United States on August 6, 2024"
B08R9LK9K3,2,Women Womp & Womp,Fresh out the box it worked once and after that it started but would stop. I called the support for Lefant which is the maker of this item. I wasn't pleased when the rep assumed I had left it on the charger for too long despite the fact I told her I used it once and it was on the charger 1 day. Needless to say it was great while it lasted. It was well made and quite pretty. I'm disappointed but I guess I'll have to spend a bit more for the more popular ones. I thought I was getting a great deal to get this for $88 at the time. Anyhow returning was super easy and convenient and I was refunded the same day so that was a plus.,"Reviewed in the United States on August 1, 2024"
B08R9LK9K3,2,UPDATED - struggles to switch surfaces,"Dropped our review because the vacuum gets stuck when changing surfaces. This would be great if you had a house with 1 surface type because It works great on carpet or tile, or linoleum when it’s on the one surface. It’s a little drunk and stumbles switching surfaces and it can’t find its way home to the charger always but it sucks well! Ha! We run it twice a day because we have a shedding Golden Retriever and it does a great job at sucking up his fur. My Golden is a sloppy eater and he leaves kibble throughout the house and when the vacuum is on carpet it picks it up but on the other surfaces it pushes it around. Overall we are pleased with it for the price!","Reviewed in the United States on July 30, 2024"
B08R9LK9K3,2,It was great for 4 months,"I loved this little vacuum. I have two robot vacuums, and this one did a better job than a larger, more expensive unit. But it lived a very short life -- about 4 months -- which makes me sad. I've done all the steps recommended in the manual, and nothing works. And it seems too early to need to replace a battery. Doing the math, I spent $88 on it during a lightning sale, and it lived 4 months. That makes it $22/month to have someone else vacuum my hard floors. Maybe that's not a bad bargain after all...","Reviewed in the United States on July 29, 2024"
B08R9LK9K3,2,Didn’t pick up chips,After multiple attempts as seen in the video I decided to return this. My carpet is builder grade new carpet and it could even pick up chips off the floor.,"Reviewed in the United States on July 27, 2024"
B08R9LK9K3,2,Returned,"The robot kept getting hung up around the furniture, was having difficulty finding its way back to its space station, disconnecting from Wi-Fi. Returned.","Reviewed in the United States on July 6, 2024"
B08R9LK9K3,2,Pretty good under perfect conditions,"As long as there are no cords on the floor, no area rugs that aren’t adhered to the floor, no stairs, and nothing too light to knock over this robot works well. It particularly fails whenever a power cord is anywhere on the floor so I have to make sure my cords are plugged in and run up the wall and out of the way. It’s knocked over a pretty substantial bowl of dog food and tends to fold my area rugs up and mash them into the corner of the room (sometimes getting stuck on top of the pile of rug). It ran itself off the stairs once so I now barricade the top of the stairs to run the vacuum in my living room. All that being said it is a decent value for the low price that it is. I connected it to Alexa so I can just say start cleaning. Also, I use the scheduling feature in the app for regular cleanings. My only gripe is that I really have to set up my house to accommodate the robot more than I would like to.","Reviewed in the United States on June 29, 2024"
B08R9LK9K3,2,Nice gimmick but not worth the $,"I thought it was pretty great at first. After using it for a few months, I realized I spend more time getting it back on track than I'd spend just using a vacuum cleaner. It gets confused, seems to get stuck in a loop and goes over where it's been repeatedly. It used 75 percent of it's battery stuck in a loop in a small bedroom. Glad I got it on sale","Reviewed in the United States on June 19, 2024"
B08R9LK9K3,2,Not exactly easy to use.,It was cheap so I got it. You get what you pay for. It's always stuck under furniture and the software doesn't make it any better. Get an irobot or Roomba.,"Reviewed in the United States on June 14, 2024"
B08R9LK9K3,2,My first ever cleaning robot - does the job!,"I have a cat who sheds a lot of hair, plus a roommate who never sweeps. I got tired of having to sweep daily, so when I say this robot on sale, I was super excited to try it out. I’ve had it for a few months now, and I really like it! It picks up sooooo much of my cats fur! The app is pretty simple too and lets you see the amount of area it cleans in a session. It doesn’t have a setting to stop it from entering a certain room though and it’s honestly a little loud. I have hardwood floors so when they starts cleaning, it almost sounds like it’s trying to stop itself from going too fast lol. I do have a small apartment though, so it does have to make frequent stops and turns. Sometimes it still crashes into things without slowing down which can startle me or my cat at times. It doesn’t memorize your homes layout or whatever after every session though. In the future I’d definitely wanna get a vacuum that allows me to stop it from entering certain rooms and is also a little quieter on hardwood floors. I don’t know how great it’s on carpet since I use this vacuum exclusively in my kitchen and living room, but I do know it has a sensor to detect when it’s on carpet and increases its suction which is cool. Update: A year later, this robot squeaks throughout my apartment and crashes into doors frequently. Its suction has gotten weaker which is fine, I still vaccuum anyways, but the squeaking is unbearable. I have no idea why it’s doing that, and I regularly make sure everything in the vacuum is clean (cleaning it out, removing stuck hairs, etc.). I got this on sale when it was $100, but this is not worth more than $100.","Reviewed in the United States on June 13, 2024"
B08R9LK9K3,2,doesn't work after battery change,"I called them to find out where to order a new battery. They said it's on their website. It's not. I found a battery on Amazon. I had to email them to find out how to change the battery and they sent me a video for the product under a totally different name - how was I supposed to ever find that? I followed the video perfectly and now the vacuum doesn't work and there's no customer service number to call for help. It did work well, though. Shame it's not a sustainable product.","Reviewed in the United States on June 5, 2024"
